task,controller,seed,total_reward,avg_queue_per_lane,success
off_peak_control,fixed_2,24,-1021.00,2.553,True
off_peak_control,fixed_2,25,-975.00,2.438,True
off_peak_control,fixed_2,26,-916.00,2.290,True
off_peak_control,fixed_2,27,-945.00,2.362,True
off_peak_control,fixed_2,28,-956.00,2.390,True
off_peak_control,fixed_2,29,-852.00,2.130,True
off_peak_control,fixed_2,30,-828.00,2.070,True
off_peak_control,fixed_2,31,-808.00,2.020,True
off_peak_control,fixed_2,32,-841.00,2.103,True
off_peak_control,fixed_2,33,-1063.00,2.658,True
off_peak_control,fixed_2,34,-843.00,2.107,True
off_peak_control,fixed_2,35,-907.00,2.268,True
off_peak_control,fixed_2,36,-831.00,2.078,True
off_peak_control,fixed_2,37,-911.00,2.277,True
off_peak_control,fixed_2,38,-923.00,2.308,True
off_peak_control,fixed_2,39,-985.00,2.462,True
off_peak_control,fixed_2,40,-987.00,2.467,True
off_peak_control,fixed_2,41,-832.00,2.080,True
off_peak_control,fixed_2,42,-774.00,1.935,True
off_peak_control,fixed_2,43,-905.00,2.263,True
off_peak_control,fixed_2,44,-974.00,2.435,True
off_peak_control,fixed_2,45,-902.00,2.255,True
off_peak_control,fixed_2,46,-797.00,1.992,True
off_peak_control,fixed_2,47,-941.00,2.353,True
off_peak_control,fixed_2,48,-883.00,2.208,True
off_peak_control,fixed_2,49,-944.00,2.360,True
off_peak_control,fixed_3,0,-1007.00,2.518,True
off_peak_control,fixed_3,1,-988.00,2.470,True
off_peak_control,fixed_3,2,-917.00,2.292,True
off_peak_control,fixed_3,3,-936.00,2.340,True
off_peak_control,fixed_3,4,-1049.00,2.623,True
off_peak_control,fixed_3,5,-818.00,2.045,True
off_peak_control,fixed_3,6,-1071.00,2.678,True
off_peak_control,fixed_3,7,-1079.00,2.697,True
off_peak_control,fixed_3,8,-932.00,2.330,True
off_peak_control,fixed_3,9,-946.00,2.365,True
off_peak_control,fixed_3,10,-856.00,2.140,True
off_peak_control,fixed_3,11,-1137.00,2.842,True
off_peak_control,fixed_3,12,-1050.00,2.625,True
off_peak_control,fixed_3,13,-840.00,2.100,True
off_peak_control,fixed_3,14,-933.00,2.333,True
off_peak_control,fixed_3,15,-822.00,2.055,True
off_peak_control,fixed_3,16,-901.00,2.252,True
off_peak_control,fixed_3,17,-1149.00,2.873,True
off_peak_control,fixed_3,18,-887.00,2.217,True
off_peak_control,fixed_3,19,-916.00,2.290,True
off_peak_control,fixed_3,20,-1029.00,2.572,True
off_peak_control,fixed_3,21,-976.00,2.440,True
off_peak_control,fixed_3,22,-957.00,2.393,True
off_peak_control,fixed_3,23,-823.00,2.058,True
off_peak_control,fixed_3,24,-1110.00,2.775,True
off_peak_control,fixed_3,25,-1079.00,2.697,True
off_peak_control,fixed_3,26,-1037.00,2.592,True
off_peak_control,fixed_3,27,-991.00,2.478,True
off_peak_control,fixed_3,28,-1052.00,2.630,True
off_peak_control,fixed_3,29,-955.00,2.388,True
off_peak_control,fixed_3,30,-965.00,2.413,True
off_peak_control,fixed_3,31,-917.00,2.292,True
off_peak_control,fixed_3,32,-953.00,2.382,True
off_peak_control,fixed_3,33,-1353.00,3.382,True
off_peak_control,fixed_3,34,-945.00,2.362,True
off_peak_control,fixed_3,35,-1054.00,2.635,True
off_peak_control,fixed_3,36,-887.00,2.217,True
off_peak_control,fixed_3,37,-1005.00,2.513,True
off_peak_control,fixed_3,38,-1038.00,2.595,True
off_peak_control,fixed_3,39,-1180.00,2.950,True
off_peak_control,fixed_3,40,-1078.00,2.695,True
off_peak_control,fixed_3,41,-992.00,2.480,True
off_peak_control,fixed_3,42,-1047.00,2.618,True
off_peak_control,fixed_3,43,-1050.00,2.625,True
off_peak_control,fixed_3,44,-1120.00,2.800,True
off_peak_control,fixed_3,45,-1041.00,2.603,True
off_peak_control,fixed_3,46,-895.00,2.237,True
off_peak_control,fixed_3,47,-999.00,2.498,True
off_peak_control,fixed_3,48,-916.00,2.290,True
off_peak_control,fixed_3,49,-1104.00,2.760,True
off_peak_control,fixed_5,0,-1239.00,3.098,True
off_peak_control,fixed_5,1,-1251.00,3.127,True
off_peak_control,fixed_5,2,-1132.00,2.830,True
off_peak_control,fixed_5,3,-1133.00,2.833,True
off_peak_control,fixed_5,4,-1221.00,3.053,True
off_peak_control,fixed_5,5,-1013.00,2.533,True
off_peak_control,fixed_5,6,-1290.00,3.225,True
off_peak_control,fixed_5,7,-1367.00,3.417,True
off_peak_control,fixed_5,8,-1204.00,3.010,True
off_peak_control,fixed_5,9,-1243.00,3.107,True
off_peak_control,fixed_5,10,-1040.00,2.600,True
off_peak_control,fixed_5,11,-1390.00,3.475,True
off_peak_control,fixed_5,12,-1251.00,3.127,True
off_peak_control,fixed_5,13,-1153.00,2.882,True
off_peak_control,fixed_5,14,-1282.00,3.205,True
off_peak_control,fixed_5,15,-1175.00,2.938,True
off_peak_control,fixed_5,16,-1186.00,2.965,True
off_peak_control,fixed_5,17,-1402.00,3.505,True
off_peak_control,fixed_5,18,-1196.00,2.990,True
off_peak_control,fixed_5,19,-1052.00,2.630,True
off_peak_control,fixed_5,20,-1422.00,3.555,True
off_peak_control,fixed_5,21,-1323.00,3.308,True
off_peak_control,fixed_5,22,-1186.00,2.965,True
off_peak_control,fixed_5,23,-1144.00,2.860,True
off_peak_control,fixed_5,24,-1351.00,3.377,True
off_peak_control,fixed_5,25,-1395.00,3.487,True
off_peak_control,fixed_5,26,-1335.00,3.337,True
off_peak_control,fixed_5,27,-1329.00,3.322,True
off_peak_control,fixed_5,28,-1371.00,3.428,True
off_peak_control,fixed_5,29,-1207.00,3.018,True
off_peak_control,fixed_5,30,-1273.00,3.183,True
off_peak_control,fixed_5,31,-1091.00,2.728,True
off_peak_control,fixed_5,32,-1304.00,3.260,True
off_peak_control,fixed_5,33,-1458.00,3.645,True
off_peak_control,fixed_5,34,-1183.00,2.958,True
off_peak_control,fixed_5,35,-1370.00,3.425,True
off_peak_control,fixed_5,36,-1153.00,2.882,True
off_peak_control,fixed_5,37,-1323.00,3.308,True
off_peak_control,fixed_5,38,-1366.00,3.415,True
off_peak_control,fixed_5,39,-1515.00,3.788,True
off_peak_control,fixed_5,40,-1402.00,3.505,True
off_peak_control,fixed_5,41,-1189.00,2.973,True
off_peak_control,fixed_5,42,-1188.00,2.970,True
off_peak_control,fixed_5,43,-1339.00,3.348,True
off_peak_control,fixed_5,44,-1491.00,3.728,True
off_peak_control,fixed_5,45,-1268.00,3.170,True
off_peak_control,fixed_5,46,-1117.00,2.792,True
off_peak_control,fixed_5,47,-1357.00,3.393,True
off_peak_control,fixed_5,48,-1326.00,3.315,True
off_peak_control,fixed_5,49,-1341.00,3.353,True
off_peak_control,fixed_10,0,-1976.00,4.940,True
off_peak_control,fixed_10,1,-2159.00,5.397,False
off_peak_control,fixed_10,2,-1743.00,4.357,True
off_peak_control,fixed_10,3,-1860.00,4.650,True
off_peak_control,fixed_10,4,-1909.00,4.772,True
off_peak_control,fixed_10,5,-1671.00,4.178,True
off_peak_control,fixed_10,6,-2071.00,5.178,False
off_peak_control,fixed_10,7,-2213.00,5.532,False
off_peak_control,fixed_10,8,-1987.00,4.968,True
off_peak_control,fixed_10,9,-1969.00,4.923,True
off_peak_control,fixed_10,10,-1631.00,4.077,True
off_peak_control,fixed_10,11,-2066.00,5.165,False
off_peak_control,fixed_10,12,-2129.00,5.322,False
off_peak_control,fixed_10,13,-1798.00,4.495,True
off_peak_control,fixed_10,14,-1955.00,4.888,True
off_peak_control,fixed_10,15,-1811.00,4.527,True
off_peak_control,fixed_10,16,-1774.00,4.435,True
off_peak_control,fixed_10,17,-2181.00,5.452,False
off_peak_control,fixed_10,18,-1969.00,4.923,True
off_peak_control,fixed_10,19,-2003.00,5.008,False
off_peak_control,fixed_10,20,-2186.00,5.465,False
off_peak_control,fixed_10,21,-2074.00,5.185,False
off_peak_control,fixed_10,22,-1996.00,4.990,True
off_peak_control,fixed_10,23,-1750.00,4.375,True
off_peak_control,fixed_10,24,-2105.00,5.263,False
off_peak_control,fixed_10,25,-2328.00,5.820,False
off_peak_control,fixed_10,26,-1911.00,4.777,True
off_peak_control,fixed_10,27,-2117.00,5.293,False
off_peak_control,fixed_10,28,-2198.00,5.495,False
off_peak_control,fixed_10,29,-1915.00,4.787,True
off_peak_control,fixed_10,30,-1858.00,4.645,True
off_peak_control,fixed_10,31,-1783.00,4.457,True
off_peak_control,fixed_10,32,-1920.00,4.800,True
off_peak_control,fixed_10,33,-2257.00,5.643,False
off_peak_control,fixed_10,34,-1966.00,4.915,True
off_peak_control,fixed_10,35,-2323.00,5.808,False
off_peak_control,fixed_10,36,-1985.00,4.963,True
off_peak_control,fixed_10,37,-1834.00,4.585,True
off_peak_control,fixed_10,38,-2092.00,5.230,False
off_peak_control,fixed_10,39,-2111.00,5.277,False
off_peak_control,fixed_10,40,-2233.00,5.582,False
off_peak_control,fixed_10,41,-1967.00,4.918,True
off_peak_control,fixed_10,42,-1743.00,4.357,True
off_peak_control,fixed_10,43,-2022.00,5.055,False
off_peak_control,fixed_10,44,-2059.00,5.147,False
off_peak_control,fixed_10,45,-2070.00,5.175,False
off_peak_control,fixed_10,46,-1874.00,4.685,True
off_peak_control,fixed_10,47,-2134.00,5.335,False
off_peak_control,fixed_10,48,-1963.00,4.907,True
off_peak_control,fixed_10,49,-2254.00,5.635,False
sustained_flow,ppo,0,-728.00,1.820,True
sustained_flow,ppo,1,-713.00,1.782,True
sustained_flow,ppo,2,-693.00,1.732,True
sustained_flow,ppo,3,-692.00,1.730,True
sustained_flow,ppo,4,-695.00,1.738,True
sustained_flow,ppo,5,-624.00,1.560,True
sustained_flow,ppo,6,-809.00,2.022,True
sustained_flow,ppo,7,-745.00,1.863,True
sustained_flow,ppo,8,-687.00,1.718,True
sustained_flow,ppo,9,-698.00,1.745,True
sustained_flow,ppo,10,-629.00,1.573,True
sustained_flow,ppo,11,-746.00,1.865,True
sustained_flow,ppo,12,-763.00,1.907,True
sustained_flow,ppo,13,-648.00,1.620,True
sustained_flow,ppo,14,-689.00,1.722,True
sustained_flow,ppo,15,-645.00,1.613,True
sustained_flow,ppo,16,-586.00,1.465,True
sustained_flow,ppo,17,-801.00,2.002,True
sustained_flow,ppo,18,-711.00,1.778,True
sustained_flow,ppo,19,-677.00,1.692,True
sustained_flow,ppo,20,-779.00,1.948,True
sustained_flow,ppo,21,-726.00,1.815,True
sustained_flow,ppo,22,-716.00,1.790,True
sustained_flow,ppo,23,-613.00,1.532,True
sustained_flow,ppo,24,-1005.00,2.513,True
sustained_flow,ppo,25,-810.00,2.025,True
sustained_flow,ppo,26,-808.00,2.020,True
sustained_flow,ppo,27,-810.00,2.025,True
sustained_flow,ppo,28,-840.00,2.100,True
sustained_flow,ppo,29,-749.00,1.873,True
sustained_flow,ppo,30,-702.00,1.755,True
sustained_flow,ppo,31,-650.00,1.625,True
sustained_flow,ppo,32,-763.00,1.907,True
sustained_flow,ppo,33,-829.00,2.072,True
sustained_flow,ppo,34,-714.00,1.785,True
sustained_flow,ppo,35,-766.00,1.915,True
sustained_flow,ppo,36,-627.00,1.567,True
sustained_flow,ppo,37,-785.00,1.962,True
sustained_flow,ppo,38,-768.00,1.920,True
sustained_flow,ppo,39,-922.00,2.305,True
sustained_flow,ppo,40,-852.00,2.130,True
sustained_flow,ppo,41,-695.00,1.738,True
sustained_flow,ppo,42,-639.00,1.597,True
sustained_flow,ppo,43,-775.00,1.938,True
sustained_flow,ppo,44,-791.00,1.978,True
sustained_flow,ppo,45,-701.00,1.752,True
sustained_flow,ppo,46,-671.00,1.677,True
sustained_flow,ppo,47,-768.00,1.920,True
sustained_flow,ppo,48,-675.00,1.688,True
sustained_flow,ppo,49,-970.00,2.425,True
sustained_flow,greedy,0,-751.00,1.877,True
sustained_flow,greedy,1,-700.00,1.750,True
sustained_flow,greedy,2,-678.00,1.695,True
sustained_flow,greedy,3,-693.00,1.732,True
sustained_flow,greedy,4,-686.00,1.715,True
sustained_flow,greedy,5,-626.00,1.565,True
sustained_flow,greedy,6,-824.00,2.060,True
sustained_flow,greedy,7,-742.00,1.855,True
sustained_flow,greedy,8,-679.00,1.698,True
sustained_flow,greedy,9,-644.00,1.610,True
sustained_flow,greedy,10,-628.00,1.570,True
sustained_flow,greedy,11,-745.00,1.863,True
sustained_flow,greedy,12,-734.00,1.835,True
sustained_flow,greedy,13,-663.00,1.657,True
sustained_flow,greedy,14,-700.00,1.750,True
sustained_flow,greedy,15,-635.00,1.587,True
sustained_flow,greedy,16,-587.00,1.468,True
sustained_flow,greedy,17,-795.00,1.988,True
sustained_flow,greedy,18,-730.00,1.825,True
sustained_flow,greedy,19,-657.00,1.643,True
sustained_flow,greedy,20,-780.00,1.950,True
sustained_flow,greedy,21,-724.00,1.810,True
sustained_flow,greedy,22,-706.00,1.765,True
sustained_flow,greedy,23,-598.00,1.495,True
sustained_flow,greedy,24,-979.00,2.447,True
sustained_flow,greedy,25,-818.00,2.045,True
sustained_flow,greedy,26,-808.00,2.020,True
sustained_flow,greedy,27,-812.00,2.030,True
sustained_flow,greedy,28,-853.00,2.132,True
sustained_flow,greedy,29,-756.00,1.890,True
sustained_flow,greedy,30,-688.00,1.720,True
sustained_flow,greedy,31,-646.00,1.615,True
sustained_flow,greedy,32,-767.00,1.917,True
sustained_flow,greedy,33,-833.00,2.083,True
sustained_flow,greedy,34,-688.00,1.720,True
sustained_flow,greedy,35,-780.00,1.950,True
sustained_flow,greedy,36,-635.00,1.587,True
sustained_flow,greedy,37,-795.00,1.988,True
sustained_flow,greedy,38,-786.00,1.965,True
sustained_flow,greedy,39,-901.00,2.252,True
sustained_flow,greedy,40,-862.00,2.155,True
sustained_flow,greedy,41,-713.00,1.782,True
sustained_flow,greedy,42,-638.00,1.595,True
sustained_flow,greedy,43,-776.00,1.940,True
sustained_flow,greedy,44,-789.00,1.972,True
sustained_flow,greedy,45,-704.00,1.760,True
sustained_flow,greedy,46,-670.00,1.675,True
sustained_flow,greedy,47,-765.00,1.913,True
sustained_flow,greedy,48,-686.00,1.715,True
sustained_flow,greedy,49,-977.00,2.442,True
sustained_flow,fixed_1,0,-803.00,2.007,True
sustained_flow,fixed_1,1,-762.00,1.905,True
sustained_flow,fixed_1,2,-791.00,1.978,True
sustained_flow,fixed_1,3,-774.00,1.935,True
sustained_flow,fixed_1,4,-810.00,2.025,True
sustained_flow,fixed_1,5,-677.00,1.692,True
sustained_flow,fixed_1,6,-952.00,2.380,True
sustained_flow,fixed_1,7,-872.00,2.180,True
sustained_flow,fixed_1,8,-796.00,1.990,True
sustained_flow,fixed_1,9,-736.00,1.840,True
sustained_flow,fixed_1,10,-731.00,1.827,True
sustained_flow,fixed_1,11,-978.00,2.445,True
sustained_flow,fixed_1,12,-931.00,2.328,True
sustained_flow,fixed_1,13,-725.00,1.812,True
sustained_flow,fixed_1,14,-772.00,1.930,True
sustained_flow,fixed_1,15,-684.00,1.710,True
sustained_flow,fixed_1,16,-678.00,1.695,True
sustained_flow,fixed_1,17,-898.00,2.245,True
sustained_flow,fixed_1,18,-772.00,1.930,True
sustained_flow,fixed_1,19,-741.00,1.853,True
sustained_flow,fixed_1,20,-895.00,2.237,True
sustained_flow,fixed_1,21,-822.00,2.055,True
sustained_flow,fixed_1,22,-807.00,2.018,True
sustained_flow,fixed_1,23,-651.00,1.627,True
sustained_flow,fixed_1,24,-1101.00,2.752,True
sustained_flow,fixed_1,25,-923.00,2.308,True
sustained_flow,fixed_1,26,-933.00,2.333,True
sustained_flow,fixed_1,27,-937.00,2.342,True
sustained_flow,fixed_1,28,-933.00,2.333,True
sustained_flow,fixed_1,29,-861.00,2.152,True
sustained_flow,fixed_1,30,-786.00,1.965,True
sustained_flow,fixed_1,31,-723.00,1.808,True
sustained_flow,fixed_1,32,-846.00,2.115,True
sustained_flow,fixed_1,33,-1038.00,2.595,True
sustained_flow,fixed_1,34,-865.00,2.163,True
sustained_flow,fixed_1,35,-938.00,2.345,True
sustained_flow,fixed_1,36,-760.00,1.900,True
sustained_flow,fixed_1,37,-877.00,2.192,True
sustained_flow,fixed_1,38,-913.00,2.283,True
sustained_flow,fixed_1,39,-995.00,2.487,True
sustained_flow,fixed_1,40,-948.00,2.370,True
sustained_flow,fixed_1,41,-772.00,1.930,True
sustained_flow,fixed_1,42,-769.00,1.923,True
sustained_flow,fixed_1,43,-876.00,2.190,True
sustained_flow,fixed_1,44,-838.00,2.095,True
sustained_flow,fixed_1,45,-782.00,1.955,True
sustained_flow,fixed_1,46,-746.00,1.865,True
sustained_flow,fixed_1,47,-842.00,2.105,True
sustained_flow,fixed_1,48,-787.00,1.968,True
sustained_flow,fixed_1,49,-1107.00,2.768,True
sustained_flow,fixed_2,0,-872.00,2.180,True
sustained_flow,fixed_2,1,-848.00,2.120,True
sustained_flow,fixed_2,2,-854.00,2.135,True
sustained_flow,fixed_2,3,-855.00,2.138,True
sustained_flow,fixed_2,4,-960.00,2.400,True
sustained_flow,fixed_2,5,-768.00,1.920,True
sustained_flow,fixed_2,6,-1046.00,2.615,True
sustained_flow,fixed_2,7,-987.00,2.467,True
sustained_flow,fixed_2,8,-835.00,2.087,True
sustained_flow,fixed_2,9,-862.00,2.155,True
sustained_flow,fixed_2,10,-819.00,2.047,True
sustained_flow,fixed_2,11,-1031.00,2.578,True
sustained_flow,fixed_2,12,-1018.00,2.545,True
sustained_flow,fixed_2,13,-760.00,1.900,True
sustained_flow,fixed_2,14,-934.00,2.335,True
sustained_flow,fixed_2,15,-820.00,2.050,True
sustained_flow,fixed_2,16,-803.00,2.007,True
sustained_flow,fixed_2,17,-1027.00,2.567,True
sustained_flow,fixed_2,18,-890.00,2.225,True
sustained_flow,fixed_2,19,-816.00,2.040,True
sustained_flow,fixed_2,20,-966.00,2.415,True
sustained_flow,fixed_2,21,-929.00,2.322,True
sustained_flow,fixed_2,22,-913.00,2.283,True
sustained_flow,fixed_2,23,-710.00,1.775,True
sustained_flow,fixed_2,24,-1220.00,3.050,True
sustained_flow,fixed_2,25,-1013.00,2.533,True
sustained_flow,fixed_2,26,-1044.00,2.610,True
sustained_flow,fixed_2,27,-1011.00,2.527,True
sustained_flow,fixed_2,28,-1020.00,2.550,True
sustained_flow,fixed_2,29,-980.00,2.450,True
sustained_flow,fixed_2,30,-886.00,2.215,True
sustained_flow,fixed_2,31,-808.00,2.020,True
sustained_flow,fixed_2,32,-954.00,2.385,True
sustained_flow,fixed_2,33,-1121.00,2.803,True
sustained_flow,fixed_2,34,-966.00,2.415,True
sustained_flow,fixed_2,35,-1069.00,2.672,True
sustained_flow,fixed_2,36,-861.00,2.152,True
sustained_flow,fixed_2,37,-947.00,2.368,True
sustained_flow,fixed_2,38,-990.00,2.475,True
sustained_flow,fixed_2,39,-1074.00,2.685,True
sustained_flow,fixed_2,40,-1038.00,2.595,True
sustained_flow,fixed_2,41,-834.00,2.085,True
sustained_flow,fixed_2,42,-817.00,2.042,True
sustained_flow,fixed_2,43,-966.00,2.415,True
sustained_flow,fixed_2,44,-984.00,2.460,True
sustained_flow,fixed_2,45,-889.00,2.223,True
sustained_flow,fixed_2,46,-844.00,2.110,True
sustained_flow,fixed_2,47,-930.00,2.325,True
sustained_flow,fixed_2,48,-846.00,2.115,True
sustained_flow,fixed_2,49,-1130.00,2.825,True
sustained_flow,fixed_3,0,-1028.00,2.570,True
sustained_flow,fixed_3,1,-989.00,2.473,True
sustained_flow,fixed_3,2,-1004.00,2.510,True
sustained_flow,fixed_3,3,-988.00,2.470,True
sustained_flow,fixed_3,4,-1014.00,2.535,True
sustained_flow,fixed_3,5,-870.00,2.175,True
sustained_flow,fixed_3,6,-1180.00,2.950,True
sustained_flow,fixed_3,7,-1155.00,2.888,True
sustained_flow,fixed_3,8,-926.00,2.315,True
sustained_flow,fixed_3,9,-1010.00,2.525,True
sustained_flow,fixed_3,10,-969.00,2.422,True
sustained_flow,fixed_3,11,-1135.00,2.837,True
sustained_flow,fixed_3,12,-1149.00,2.873,True
sustained_flow,fixed_3,13,-929.00,2.322,True
sustained_flow,fixed_3,14,-1051.00,2.627,True
sustained_flow,fixed_3,15,-904.00,2.260,True
sustained_flow,fixed_3,16,-885.00,2.212,True
sustained_flow,fixed_3,17,-1156.00,2.890,True
sustained_flow,fixed_3,18,-1014.00,2.535,True
sustained_flow,fixed_3,19,-915.00,2.288,True
sustained_flow,fixed_3,20,-1055.00,2.638,True
sustained_flow,fixed_3,21,-1102.00,2.755,True
sustained_flow,fixed_3,22,-990.00,2.475,True
sustained_flow,fixed_3,23,-881.00,2.203,True
sustained_flow,fixed_3,24,-1326.00,3.315,True
sustained_flow,fixed_3,25,-1146.00,2.865,True
sustained_flow,fixed_3,26,-1160.00,2.900,True
sustained_flow,fixed_3,27,-1111.00,2.777,True
sustained_flow,fixed_3,28,-1138.00,2.845,True
sustained_flow,fixed_3,29,-1064.00,2.660,True
sustained_flow,fixed_3,30,-1037.00,2.592,True
sustained_flow,fixed_3,31,-971.00,2.428,True
sustained_flow,fixed_3,32,-1057.00,2.643,True
sustained_flow,fixed_3,33,-1303.00,3.257,True
sustained_flow,fixed_3,34,-1082.00,2.705,True
sustained_flow,fixed_3,35,-1138.00,2.845,True
sustained_flow,fixed_3,36,-959.00,2.397,True
sustained_flow,fixed_3,37,-1025.00,2.562,True
sustained_flow,fixed_3,38,-1039.00,2.598,True
sustained_flow,fixed_3,39,-1263.00,3.158,True
sustained_flow,fixed_3,40,-1179.00,2.947,True
sustained_flow,fixed_3,41,-1027.00,2.567,True
sustained_flow,fixed_3,42,-945.00,2.362,True
sustained_flow,fixed_3,43,-1111.00,2.777,True
sustained_flow,fixed_3,44,-1098.00,2.745,True
sustained_flow,fixed_3,45,-1047.00,2.618,True
sustained_flow,fixed_3,46,-917.00,2.292,True
sustained_flow,fixed_3,47,-1138.00,2.845,True
sustained_flow,fixed_3,48,-1020.00,2.550,True
sustained_flow,fixed_3,49,-1228.00,3.070,True
sustained_flow,fixed_5,0,-1261.00,3.152,True
sustained_flow,fixed_5,1,-1169.00,2.922,True
sustained_flow,fixed_5,2,-1293.00,3.232,True
sustained_flow,fixed_5,3,-1283.00,3.208,True
sustained_flow,fixed_5,4,-1181.00,2.953,True
sustained_flow,fixed_5,5,-1056.00,2.640,True
sustained_flow,fixed_5,6,-1440.00,3.600,True
sustained_flow,fixed_5,7,-1314.00,3.285,True
sustained_flow,fixed_5,8,-1247.00,3.118,True
sustained_flow,fixed_5,9,-1137.00,2.842,True
sustained_flow,fixed_5,10,-1211.00,3.027,True
sustained_flow,fixed_5,11,-1416.00,3.540,True
sustained_flow,fixed_5,12,-1382.00,3.455,True
sustained_flow,fixed_5,13,-1110.00,2.775,True
sustained_flow,fixed_5,14,-1306.00,3.265,True
sustained_flow,fixed_5,15,-1162.00,2.905,True
sustained_flow,fixed_5,16,-1179.00,2.947,True
sustained_flow,fixed_5,17,-1415.00,3.538,True
sustained_flow,fixed_5,18,-1312.00,3.280,True
sustained_flow,fixed_5,19,-1207.00,3.018,True
sustained_flow,fixed_5,20,-1239.00,3.098,True
sustained_flow,fixed_5,21,-1289.00,3.223,True
sustained_flow,fixed_5,22,-1452.00,3.630,True
sustained_flow,fixed_5,23,-1162.00,2.905,True
sustained_flow,fixed_5,24,-1623.00,4.058,True
sustained_flow,fixed_5,25,-1386.00,3.465,True
sustained_flow,fixed_5,26,-1456.00,3.640,True
sustained_flow,fixed_5,27,-1260.00,3.150,True
sustained_flow,fixed_5,28,-1427.00,3.567,True
sustained_flow,fixed_5,29,-1329.00,3.322,True
sustained_flow,fixed_5,30,-1323.00,3.308,True
sustained_flow,fixed_5,31,-1207.00,3.018,True
sustained_flow,fixed_5,32,-1416.00,3.540,True
sustained_flow,fixed_5,33,-1562.00,3.905,True
sustained_flow,fixed_5,34,-1449.00,3.623,True
sustained_flow,fixed_5,35,-1503.00,3.757,True
sustained_flow,fixed_5,36,-1282.00,3.205,True
sustained_flow,fixed_5,37,-1343.00,3.357,True
sustained_flow,fixed_5,38,-1451.00,3.627,True
sustained_flow,fixed_5,39,-1641.00,4.103,True
sustained_flow,fixed_5,40,-1450.00,3.625,True
sustained_flow,fixed_5,41,-1265.00,3.163,True
sustained_flow,fixed_5,42,-1289.00,3.223,True
sustained_flow,fixed_5,43,-1462.00,3.655,True
sustained_flow,fixed_5,44,-1373.00,3.433,True
sustained_flow,fixed_5,45,-1238.00,3.095,True
sustained_flow,fixed_5,46,-1152.00,2.880,True
sustained_flow,fixed_5,47,-1330.00,3.325,True
sustained_flow,fixed_5,48,-1310.00,3.275,True
sustained_flow,fixed_5,49,-1413.00,3.533,True
sustained_flow,fixed_10,0,-2027.00,5.067,False
sustained_flow,fixed_10,1,-2059.00,5.147,False
sustained_flow,fixed_10,2,-1916.00,4.790,True
sustained_flow,fixed_10,3,-2163.00,5.407,False
sustained_flow,fixed_10,4,-1968.00,4.920,True
sustained_flow,fixed_10,5,-1834.00,4.585,True
sustained_flow,fixed_10,6,-2257.00,5.643,False
sustained_flow,fixed_10,7,-2034.00,5.085,False
sustained_flow,fixed_10,8,-2030.00,5.075,False
sustained_flow,fixed_10,9,-1843.00,4.607,True
sustained_flow,fixed_10,10,-1819.00,4.548,True
sustained_flow,fixed_10,11,-2200.00,5.500,False
sustained_flow,fixed_10,12,-2346.00,5.865,False
sustained_flow,fixed_10,13,-1774.00,4.435,True
sustained_flow,fixed_10,14,-2144.00,5.360,False
sustained_flow,fixed_10,15,-1914.00,4.785,True
sustained_flow,fixed_10,16,-1850.00,4.625,True
sustained_flow,fixed_10,17,-2369.00,5.923,False
sustained_flow,fixed_10,18,-2102.00,5.255,False
sustained_flow,fixed_10,19,-2047.00,5.117,False
sustained_flow,fixed_10,20,-2113.00,5.282,False
sustained_flow,fixed_10,21,-1996.00,4.990,True
sustained_flow,fixed_10,22,-1962.00,4.905,True
sustained_flow,fixed_10,23,-1735.00,4.338,True
sustained_flow,fixed_10,24,-2356.00,5.890,False
sustained_flow,fixed_10,25,-2079.00,5.197,False
sustained_flow,fixed_10,26,-2040.00,5.100,False
sustained_flow,fixed_10,27,-1916.00,4.790,True
sustained_flow,fixed_10,28,-2163.00,5.407,False
sustained_flow,fixed_10,29,-2021.00,5.053,False
sustained_flow,fixed_10,30,-2032.00,5.080,False
sustained_flow,fixed_10,31,-1756.00,4.390,True
sustained_flow,fixed_10,32,-2331.00,5.827,False
sustained_flow,fixed_10,33,-2452.00,6.130,False
sustained_flow,fixed_10,34,-2144.00,5.360,False
sustained_flow,fixed_10,35,-2437.00,6.093,False
sustained_flow,fixed_10,36,-2124.00,5.310,False
sustained_flow,fixed_10,37,-1966.00,4.915,True
sustained_flow,fixed_10,38,-1980.00,4.950,True
sustained_flow,fixed_10,39,-2241.00,5.603,False
sustained_flow,fixed_10,40,-2190.00,5.475,False
sustained_flow,fixed_10,41,-1894.00,4.735,True
sustained_flow,fixed_10,42,-1827.00,4.567,True
sustained_flow,fixed_10,43,-2370.00,5.925,False
sustained_flow,fixed_10,44,-2295.00,5.737,False
sustained_flow,fixed_10,45,-2069.00,5.173,False
sustained_flow,fixed_10,46,-1882.00,4.705,True
sustained_flow,fixed_10,47,-2061.00,5.152,False
sustained_flow,fixed_10,48,-1997.00,4.992,True
sustained_flow,fixed_10,49,-1998.00,4.995,True
